"bin","completeness","contamination","keggid","binary","pathway","pathway_in_detail","gene"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K00925","present","methanogenesis","methanogenesis_via_acetate","ack"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03613","present","methanogenesis","rnf  complex","rnfE"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03614","present","methanogenesis","rnf  complex","rnfD"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03614","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K13788","present","methanogenesis","methanogenesis_via_acetate","pta"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K18331","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K18332","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"A_obeuntis_BEC337_bin.2",46.1,2.33,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K02111","present","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K18332","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"Amitermes_sp_BEC323_bin.3",48.85,2.25,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00194","present","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00194","present","methanogenesis","methanogenesis_via_acetate","cdhD"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K01938","present","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K02111","present","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03612","present","methanogenesis","rnf  complex","rnfG"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03613","present","methanogenesis","rnf  complex","rnfE"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03617","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K03617","present","methanogenesis","rnf  complex","rnfA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K18332","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"Amitermes_sp_BEC323_bin.5",45.06,0.25,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K01938","present","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03612","present","methanogenesis","rnf  complex","rnfG"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03612","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03613","present","methanogenesis","rnf  complex","rnfE"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03614","present","methanogenesis","rnf  complex","rnfD"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03614","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03617","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K03617","absent","methanogenesis","rnf  complex","rnfA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K13788","present","methanogenesis","methanogenesis_via_acetate","pta"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K14080","present","methanogenesis","methanogenesis_via_Methanol","mtaA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K14086","present","methanogenesis","hydrogenases associated with methanogenesis","echA"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K18331","present","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"Amitermes_sp_BEC323_bin.6",93.47,2.75,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00394","present","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_gayi_BEC329_bin.1",38.2,1.13,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_gayi_BEC329_bin.1",38.2,1.13,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_gayi_BEC329_bin.1",38.2,1.13,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03388","absent","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03613","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03613","present","methanogenesis","rnf  complex","rnfE"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03614","absent","methanogenesis","rnf  complex","rnfD"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03614","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D","rnfD"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03615","absent","methanogenesis","rnf  complex","rnfC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03615","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C","rnfC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03617","present","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A","rnfA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K03617","present","methanogenesis","rnf  complex","rnfA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K11181","absent","sulfate reduction","dissimilatory sulfite reductase beta subunit","DsrB"
"D_gayi_BEC329_bin.1",38.2,1.13,"K11261","absent","methanogenesis","methanogenesis_via_CO2","fmdE"
"D_gayi_BEC329_bin.1",38.2,1.13,"K13788","absent","methanogenesis","methanogenesis_via_acetate","pta"
"D_gayi_BEC329_bin.1",38.2,1.13,"K14080","absent","methanogenesis","methanogenesis_via_Methanol","mtaA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K14081","absent","methanogenesis","methanogenesis_via_Methanol","mtaC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K14086","absent","methanogenesis","hydrogenases associated with methanogenesis","echA"
"D_gayi_BEC329_bin.1",38.2,1.13,"K14091","absent","methanogenesis","hydrogenases associated with methanogenesis","echF"
"D_gayi_BEC329_bin.1",38.2,1.13,"K16177","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtmC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K16178","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbB"
"D_gayi_BEC329_bin.1",38.2,1.13,"K16179","absent","methanogenesis","methanogenesis_via_Monomethylamine/Dimethylamine/Trimethylamine","mtbC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K17992","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndB","hndB"
"D_gayi_BEC329_bin.1",38.2,1.13,"K18331","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndC","hndC"
"D_gayi_BEC329_bin.1",38.2,1.13,"K18332","absent","reductive acetogenesis","NADP-reducing hydrogenase subunit HndD","hndD"
"D_gayi_BEC329_bin.1",38.2,1.13,"K22480","absent","methanogenesis","hdr flavoprotein analogs","hdrA1"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00192","absent","methanogenesis","methanogenesis_via_CO2","cdhA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00193","absent","methanogenesis","methanogenesis_via_acetate","cdhC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00194","absent","reductive acetogenesis","Acetyl-CoA decarbonylase/synthase delta subunit (corrinoid iron-sulfur protein)","acsD"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00194","absent","methanogenesis","methanogenesis_via_acetate","cdhD"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00197","absent","reductive acetogenesis","CO-methylating acetyl-CoA synthase corrinoid iron-sulfur protein large subunit precursor","acsC"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00197","absent","methanogenesis","methanogenesis_via_acetate","cdhE"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00198","absent","reductive acetogenesis","Ni-dependent carbon monoxide dehydrogenase (CODH) catalytic subunit","acsA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00394","absent","sulfate reduction","adenylylsulfate reductase subunit A","AprA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00583","absent","methanogenesis","methanogenesis_via_CO2","mtrG"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00925","absent","reductive acetogenesis","Acetate kinase","ack"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00925","absent","methanogenesis","methanogenesis_via_acetate","ack"
"D_gayi_BEC329_bin.3",35.21,9.13,"K00958","absent","sulfate reduction","sulfate adenylyltransferase","SAT"
"D_gayi_BEC329_bin.3",35.21,9.13,"K01938","absent","reductive acetogenesis","Formate-tetrahydrofolate ligase FTHFS","fhs"
"D_gayi_BEC329_bin.3",35.21,9.13,"K02111","absent","reductive acetogenesis","F-type H+/Na+-transporting ATPase subunit alpha","atpA"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03388","present","methanogenesis","hdr flavoprotein analogs","hdrA2"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03612","absent","methanogenesis","rnf  complex","rnfG"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03612","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G","rnfG"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03613","absent","reductive acetogenesis","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E","rnfE"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03613","absent","methanogenesis","rnf  complex","rnfE"
"D_gayi_BEC329_bin.3",35.21,9.13,"K03614","absent","methanogenesis","rnf  complex","rnfD"
